year,rank,ticker,segment,name,return_,start_date,start_price,end_date,end_price
2013,3,GSG,ภาพรวม,iShares S&P GSCI Commodity-Indexed,-0.021283088352983204,2013-01-02,32.88999938964844,2013-12-31,32.189998626708984
2013,4,DBC,ภาพรวม,Invesco DB Commodity Index Tracking,-0.07962688119740857,2013-01-02,23.570798873901367,2013-12-31,21.69392967224121
2013,5,DBA,สินค้าเกษตร,Invesco DB Agriculture,-0.1323792104554724,2013-01-02,24.025632858276367,2013-12-31,20.845138549804688
2014,1,DBA,สินค้าเกษตร,Invesco DB Agriculture,0.029788943155111713,2014-01-02,20.7763671875,2014-12-31,21.395273208618164
2014,2,IAU,ทองคำ,iShares Gold Trust,-0.037037081634601066,2014-01-02,23.76000022888184,2014-12-31,22.8799991607666
2014,3,GLD,ทองคำ,SPDR Gold Shares,-0.03745761160123162,2014-01-02,118.0,2014-12-31,113.58000183105467
2014,4,PDBC,ภาพรวม,Invesco Optimum Yield Diversified,-0.15485148578583763,2014-11-07,11.259857177734377,2014-12-31,9.51625156402588
2014,5,SLV,เงิน,iShares Silver Trust,-0.21684863348336225,2014-01-02,19.229999542236328,2014-12-31,15.0600004196167
2015,1,IAU,ทองคำ,iShares Gold Trust,-0.1104348224142323,2015-01-02,23.0,2015-12-31,20.459999084472656
2015,2,GLD,ทองคำ,SPDR Gold Shares,-0.11062414572250312,2015-01-02,114.08000183105467,2015-12-31,101.45999908447266
2015,3,SLV,เงิน,iShares Silver Trust,-0.12706817471339116,2015-01-02,15.109999656677246,2015-12-31,13.1899995803833
2015,4,DBA,สินค้าเกษตร,Invesco DB Agriculture,-0.1635550330101434,2015-01-02,21.180376052856445,2015-12-31,17.716218948364258
2015,5,PDBC,ภาพรวม,Invesco Optimum Yield Diversified,-0.26228726992163,2015-01-02,9.435983657836914,2015-12-31,6.961045265197754
2016,1,DBC,ภาพรวม,Invesco DB Commodity Index Tracking,0.19457010187269064,2016-01-04,11.21050262451172,2016-12-30,13.391731262207031
2016,2,PDBC,ภาพรวม,Invesco Optimum Yield Diversified,0.19322899186987597,2016-01-04,6.885235786437988,2016-12-30,8.215662956237793
2016,3,SLV,เงิน,iShares Silver Trust,0.1455648322498393,2016-01-04,13.1899995803833,2016-12-30,15.109999656677246
2016,4,GSG,ภาพรวม,iShares S&P GSCI Commodity-Indexed,0.10977338550265081,2016-01-04,14.119999885559082,2016-12-30,15.670000076293944
2016,5,UNG,ก๊าซธรรมชาติ,United States Natural Gas Fund,0.0949590205127191,2016-01-04,136.47999572753906,2016-12-30,149.44000244140625
2017,1,IAU,ทองคำ,iShares Gold Trust,0.12096777777132117,2017-01-03,22.31999969482422,2017-12-29,25.020000457763672
2017,2,GLD,ทองคำ,SPDR Gold Shares,0.11930841096710076,2017-01-03,110.47000122070312,2017-12-29,123.6500015258789
2017,3,DBC,ภาพรวม,Invesco DB Commodity Index Tracking,0.061342044998159206,2017-01-03,13.231098175048828,2017-12-29,14.042720794677734
2017,4,PDBC,ภาพรวม,Invesco Optimum Yield Diversified,0.05666049262500916,2017-01-03,8.16811752319336,2017-12-29,8.630927085876465
2017,5,GSG,ภาพรวม,iShares S&P GSCI Commodity-Indexed,0.05577176433829556,2017-01-03,15.420000076293944,2017-12-29,16.280000686645508
2018,1,UNG,ก๊าซธรรมชาติ,United States Natural Gas Fund,0.02787013907776359,2018-01-02,96.16000366210938,2018-12-31,98.83999633789062
2018,2,IAU,ทองคำ,iShares Gold Trust,-0.029992116192004925,2018-01-02,25.34000015258789,2018-12-31,24.57999992370605
2018,3,GLD,ทองคำ,SPDR Gold Shares,-0.03116261668660425,2018-01-02,125.1500015258789,2018-12-31,121.25
2018,4,DBA,สินค้าเกษตร,Invesco DB Agriculture,-0.09745450266524991,2018-01-02,16.306480407714844,2018-12-31,14.717340469360352
2018,5,SLV,เงิน,iShares Silver Trust,-0.10425655287839042,2018-01-02,16.209999084472656,2018-12-31,14.520000457763672
2019,1,USO,น้ำมันดิบ,United States Oil Fund,0.30050760644796126,2019-01-02,78.80000305175781,2019-12-31,102.4800033569336
2019,2,IAU,ทองคำ,iShares Gold Trust,0.17886177033739514,2019-01-02,24.600000381469727,2019-12-31,29.0
2019,3,GLD,ทองคำ,SPDR Gold Shares,0.17777954125035555,2019-01-02,121.33000183105467,2019-12-31,142.89999389648438
2019,4,GSG,ภาพรวม,iShares S&P GSCI Commodity-Indexed,0.1504612426491272,2019-01-02,14.09000015258789,2019-12-31,16.209999084472656
2019,5,SLV,เงิน,iShares Silver Trust,0.14560438354814909,2019-01-02,14.5600004196167,2019-12-31,16.68000030517578
2020,1,SLV,เงิน,iShares Silver Trust,0.4616300104353872,2020-01-02,16.809999465942383,2020-12-31,24.56999969482422
2020,2,IAU,ทองคำ,iShares Gold Trust,0.2409308409860642,2020-01-02,29.21999931335449,2020-12-31,36.2599983215332
2020,3,GLD,ทองคำ,SPDR Gold Shares,0.2390413643043121,2020-01-02,143.9499969482422,2020-12-31,178.36000061035156
2020,4,DBA,สินค้าเกษตร,Invesco DB Agriculture,-0.021818180150944166,2020-01-02,14.560219764709473,2020-12-31,14.242542266845703
2020,5,DBC,ภาพรวม,Invesco DB Commodity Index Tracking,-0.07952408600025274,2020-01-02,13.896102905273438,2020-12-31,12.791028022766112
2021,1,USO,น้ำมันดิบ,United States Oil Fund,0.6788140462379464,2021-01-04,32.380001068115234,2021-12-31,54.36000061035156
2021,2,PDBC,ภาพรวม,Invesco Optimum Yield Diversified,0.4218538592004575,2021-01-04,7.706160545349121,2021-12-31,10.95703411102295
2021,3,DBC,ภาพรวม,Invesco DB Commodity Index Tracking,0.4213406748083792,2021-01-04,12.721416473388672,2021-12-31,18.081466674804688
2021,4,GSG,ภาพรวม,iShares S&P GSCI Commodity-Indexed,0.397875892998363,2021-01-04,12.239999771118164,2021-12-31,17.110000610351562
2021,5,UNG,ก๊าซธรรมชาติ,United States Natural Gas Fund,0.32169312414932505,2021-01-04,37.79999923706055,2021-12-31,49.959999084472656
2022,1,USO,น้ำมันดิบ,United States Oil Fund,0.27867952341819135,2022-01-03,54.83000183105469,2022-12-30,70.11000061035156
2022,2,GSG,ภาพรวม,iShares S&P GSCI Commodity-Indexed,0.23573918306860642,2022-01-03,17.18000030517578,2022-12-30,21.229999542236328
2022,3,DBC,ภาพรวม,Invesco DB Commodity Index Tracking,0.18882240243991655,2022-01-03,18.15107727050781,2022-12-30,21.578407287597656
2022,4,PDBC,ภาพรวม,Invesco Optimum Yield Diversified,0.18726004399429974,2022-01-03,11.003792762756348,2022-12-30,13.064363479614258
2022,5,UNG,ก๊าซธรรมชาติ,United States Natural Gas Fund,0.1041503426804864,2022-01-03,51.08000183105469,2022-12-30,56.400001525878906
2023,1,IAU,ทองคำ,iShares Gold Trust,0.11897928853492146,2023-01-03,34.880001068115234,2023-12-29,39.02999877929688
2023,2,GLD,ทองคำ,SPDR Gold Shares,0.11756109492205047,2023-01-03,171.05999755859375,2023-12-29,191.1699981689453
2023,3,DBA,สินค้าเกษตร,Invesco DB Agriculture,0.0882143407176974,2023-01-03,17.672842025756836,2023-12-29,19.231840133666992
2023,4,SLV,เงิน,iShares Silver Trust,-0.012244832642045567,2023-01-03,22.049999237060547,2023-12-29,21.780000686645508
2023,5,USO,น้ำมันดิบ,United States Oil Fund,-0.014636278425529392,2023-01-03,67.63999938964844,2023-12-29,66.6500015258789
2024,1,DBA,สินค้าเกษตร,Invesco DB Agriculture,0.33770055740712834,2024-01-02,19.18547821044922,2024-12-31,25.664424896240234
2024,2,IAU,ทองคำ,iShares Gold Trust,0.27144324775538786,2024-01-02,38.93999862670898,2024-12-31,49.5099983215332
2024,3,GLD,ทองคำ,SPDR Gold Shares,0.269557483919147,2024-01-02,190.72000122070312,2024-12-31,242.1300048828125
2024,4,SLV,เงิน,iShares Silver Trust,0.2161662996598923,2024-01-02,21.64999961853028,2024-12-31,26.32999992370605
2024,5,USO,น้ำมันดิบ,United States Oil Fund,0.14870012023518075,2024-01-02,65.7699966430664,2024-12-31,75.55000305175781
2025,1,SLV,เงิน,iShares Silver Trust,1.3921276434803525,2025-01-02,26.93000030517578,2025-12-31,64.41999816894531
2025,2,IAU,ทองคำ,iShares Gold Trust,0.6172544409226204,2025-01-02,50.18999862670898,2025-12-31,81.16999816894531
2025,3,GLD,ทองคำ,SPDR Gold Shares,0.6148235698615598,2025-01-02,245.4199981689453,2025-12-31,396.30999755859375
2025,4,DBC,ภาพรวม,Invesco DB Commodity Index Tracking,0.070521039663068,2025-01-02,20.887025833129883,2025-12-31,22.36000061035156
2025,5,GSG,ภาพรวม,iShares S&P GSCI Commodity-Indexed,0.04865846775631,2025-01-02,21.989999771118164,2025-12-31,23.059999465942383
2026,1,IAU,ทองคำ,iShares Gold Trust,0.16184410216728717,2026-01-02,81.55999755859375,2026-02-09,94.76000213623048
2026,2,GLD,ทองคำ,SPDR Gold Shares,0.1614254072094523,2026-01-02,398.2799987792969,2026-02-09,462.572509765625
2026,3,USO,น้ำมันดิบ,United States Oil Fund,0.12833524639813687,2026-01-02,68.95999908447266,2026-02-09,77.80999755859375
2026,4,SLV,เงิน,iShares Silver Trust,0.12053236580620252,2026-01-02,65.75,2026-02-09,73.67500305175781
2026,5,GSG,ภาพรวม,iShares S&P GSCI Commodity-Indexed,0.08495886509530459,2026-01-02,23.06999969482422,2026-02-09,25.030000686645508
