year,rank,ticker,segment,name,return_,start_date,start_price,end_date,end_price
2009,1,XLK,Technology,SPDR Technology Select Sector ETF,0.45836021586387066,2009-01-02,6.344961643218994,2009-12-31,9.253239631652832
2009,2,XLB,Materials,SPDR Materials Select Sector ETF,0.4294065620655061,2009-01-02,8.188379287719727,2009-12-31,11.704523086547852
2009,3,XLY,Consumer Discretionary,SPDR Consumer Discretionary Select Sector ETF,0.3386646399579081,2009-01-02,9.142535209655762,2009-12-31,12.238788604736328
2009,4,XLI,Industrials,SPDR Industrial Select Sector ETF,0.1770884947955016,2009-01-02,17.49139404296875,2009-12-31,20.58891868591309
2009,5,XLV,Healthcare,SPDR Healthcare Select Sector ETF,0.17136327299531584,2009-01-02,20.20895004272461,2009-12-31,23.672021865844727
2010,1,XLY,Consumer Discretionary,SPDR Consumer Discretionary Select Sector ETF,0.2648513622708768,2010-01-04,12.333345413208008,2010-12-31,15.599848747253418
2010,2,XLI,Industrials,SPDR Industrial Select Sector ETF,0.2542853480649323,2010-01-04,20.981578826904297,2010-12-31,26.31688690185547
2010,3,XLE,Energy,SPDR Energy Select Sector ETF,0.18049650032487619,2010-01-04,17.381101608276367,2010-12-31,20.518329620361328
2010,4,XLB,Materials,SPDR Materials Select Sector ETF,0.16905024319583806,2010-01-04,12.069951057434082,2010-12-31,14.110379219055176
2010,5,XLP,Consumer Staples,SPDR Consumer Staples Select Sector ETF,0.1292670341905875,2010-01-04,17.347871780395508,2010-12-31,19.59037971496582
2011,1,XLU,Utilities,SPDR Utilities Select Sector ETF,0.19070284091018053,2011-01-03,9.450066566467283,2011-12-30,11.25222110748291
2011,2,XLP,Consumer Staples,SPDR Consumer Staples Select Sector ETF,0.1393128334826439,2011-01-03,19.61711502075196,2011-12-30,22.35003089904785
2011,3,XLV,Healthcare,SPDR Healthcare Select Sector ETF,0.11371502799754252,2011-01-03,24.67814826965332,2011-12-30,27.484424591064453
2011,4,XLY,Consumer Discretionary,SPDR Consumer Discretionary Select Sector ETF,0.04762128038901703,2011-01-03,15.783326148986816,2011-12-30,16.534948348999023
2011,5,XLE,Energy,SPDR Energy Select Sector ETF,0.020763806852934774,2011-01-03,20.67164802551269,2011-12-30,21.10087013244629
2012,1,XLF,Financials,SPDR Financial Select Sector ETF,0.2514250435672509,2012-01-03,8.383210182189941,2012-12-31,10.490959167480469
2012,2,XLY,Consumer Discretionary,SPDR Consumer Discretionary Select Sector ETF,0.225625689814148,2012-01-03,16.674787521362305,2012-12-31,20.437047958374023
2012,3,XLV,Healthcare,SPDR Healthcare Select Sector ETF,0.15868811829976148,2012-01-03,27.840961456298828,2012-12-31,32.25899124145508
2012,4,XLK,Technology,SPDR Technology Select Sector ETF,0.13688086497266827,2012-01-03,10.72665023803711,2012-12-31,12.194923400878906
2012,5,XLI,Industrials,SPDR Industrial Select Sector ETF,0.12458585829322466,2012-01-03,26.59817886352539,2012-12-31,29.91193580627441
2013,1,XLY,Consumer Discretionary,SPDR Consumer Discretionary Select Sector ETF,0.3981489785483405,2013-01-02,20.863534927368164,2013-12-31,29.170330047607425
2013,2,XLV,Healthcare,SPDR Healthcare Select Sector ETF,0.38662439865603226,2013-01-02,32.89801025390625,2013-12-31,45.617183685302734
2013,3,XLI,Industrials,SPDR Industrial Select Sector ETF,0.37253139343778896,2013-01-02,30.63012886047364,2013-12-31,42.04081344604492
2013,4,XLF,Financials,SPDR Financial Select Sector ETF,0.316712107706171,2013-01-02,10.798197746276855,2013-12-31,14.218117713928224
2013,5,XLE,Energy,SPDR Energy Select Sector ETF,0.23513970518334326,2013-01-02,22.69189643859864,2013-12-31,28.02766227722168
2014,1,XLU,Utilities,SPDR Utilities Select Sector ETF,0.3074436046436724,2014-01-02,12.65798282623291,2014-12-31,16.549598693847656
2014,2,XLV,Healthcare,SPDR Healthcare Select Sector ETF,0.25840014208580553,2014-01-02,45.36211395263672,2014-12-31,57.08369064331055
2014,3,XLK,Technology,SPDR Technology Select Sector ETF,0.1900782789014066,2014-01-02,15.244261741638184,2014-12-31,18.141864776611328
2014,4,XLP,Consumer Staples,SPDR Consumer Staples Select Sector ETF,0.17164608070080845,2014-01-02,30.87255096435547,2014-12-31,36.17170333862305
2014,5,XLF,Financials,SPDR Financial Select Sector ETF,0.15688659279704043,2014-01-02,14.14006519317627,2014-12-31,16.35845184326172
2015,1,XLY,Consumer Discretionary,SPDR Consumer Discretionary Select Sector ETF,0.10700690894889009,2015-01-02,31.70020866394043,2015-12-31,35.09235000610352
2015,2,XLP,Consumer Staples,SPDR Consumer Staples Select Sector ETF,0.07182508133155818,2015-01-02,36.067264556884766,2015-12-31,38.65779876708984
2015,3,XLV,Healthcare,SPDR Healthcare Select Sector ETF,0.06441993171119975,2015-01-02,57.29240798950195,2015-12-31,60.98318099975586
2015,4,XLK,Technology,SPDR Technology Select Sector ETF,0.05673730177164504,2015-01-02,18.10675621032715,2015-12-31,19.13408470153809
2015,5,XLRE,Real Estate,SPDR Real Estate Select Sector ETF,0.043654270543885154,2015-10-08,21.185577392578125,2015-12-31,22.11041831970215
2016,1,XLE,Energy,SPDR Energy Select Sector ETF,0.2806789677035111,2016-01-04,20.086151123046875,2016-12-30,25.72391128540039
2016,2,XLF,Financials,SPDR Financial Select Sector ETF,0.24824775199431737,2016-01-04,15.758707046508787,2016-12-30,19.6707706451416
2016,3,XLI,Industrials,SPDR Industrial Select Sector ETF,0.21634646915538114,2016-01-04,43.79807662963867,2016-12-30,53.27363586425781
2016,4,XLB,Materials,SPDR Materials Select Sector ETF,0.18654592936767722,2016-01-04,17.496479034423828,2016-12-30,20.7603759765625
2016,5,XLK,Technology,SPDR Technology Select Sector ETF,0.16535516418998286,2016-01-04,18.88390350341797,2016-12-30,22.00645446777344
2017,1,XLK,Technology,SPDR Technology Select Sector ETF,0.33073151303848203,2017-01-03,22.202133178710938,2017-12-29,29.54507827758789
2017,2,XLB,Materials,SPDR Materials Select Sector ETF,0.23293249945857353,2017-01-03,20.88151359558105,2017-12-29,25.74549674987793
2017,3,XLI,Industrials,SPDR Industrial Select Sector ETF,0.23246319708852514,2017-01-03,53.5904426574707,2017-12-29,66.04824829101562
2017,4,XLY,Consumer Discretionary,SPDR Consumer Discretionary Select Sector ETF,0.22102456772412915,2017-01-03,37.40628433227539,2017-12-29,45.67399215698242
2017,5,XLF,Financials,SPDR Financial Select Sector ETF,0.20650660498941353,2017-01-03,19.8907470703125,2017-12-29,23.99831771850586
2018,1,XLV,Healthcare,SPDR Healthcare Select Sector ETF,0.050978568053110296,2018-01-02,73.02230072021484,2018-12-31,76.744873046875
2018,2,XLU,Utilities,SPDR Utilities Select Sector ETF,0.04911004888763992,2018-01-02,20.27333641052246,2018-12-31,21.26896095275879
2018,3,XLY,Consumer Discretionary,SPDR Consumer Discretionary Select Sector ETF,0.0006118395770944307,2018-01-02,46.36820602416992,2018-12-31,46.396575927734375
2018,4,XLRE,Real Estate,SPDR Real Estate Select Sector ETF,-0.01821363531721154,2018-01-02,25.004528045654297,2018-12-31,24.54910469055176
2018,5,XLK,Technology,SPDR Technology Select Sector ETF,-0.02876978623071813,2018-01-02,29.91006088256836,2018-12-31,29.0495548248291
2019,1,XLK,Technology,SPDR Technology Select Sector ETF,0.49759215126350376,2019-01-02,29.06829833984375,2019-12-31,43.53245544433594
2019,2,XLRE,Real Estate,SPDR Real Estate Select Sector ETF,0.3170017688433102,2019-01-02,23.98684501647949,2019-12-31,31.590717315673828
2019,3,XLF,Financials,SPDR Financial Select Sector ETF,0.3077597638724101,2019-01-02,21.04122734069824,2019-12-31,27.516870498657227
2019,4,XLC,Communication Services,SPDR Communication Services Select Sector ETF,0.29324763029053025,2019-01-02,39.14206314086914,2019-12-31,50.62038040161133
2019,5,XLI,Industrials,SPDR Industrial Select Sector ETF,0.2842659975903181,2019-01-02,57.59212493896485,2019-12-31,73.96360778808594
2020,1,XLK,Technology,SPDR Technology Select Sector ETF,0.40973669721543104,2020-01-02,44.34926223754883,2020-12-31,62.520782470703125
2020,2,XLY,Consumer Discretionary,SPDR Consumer Discretionary Select Sector ETF,0.2810837644558908,2020-01-02,60.276023864746094,2020-12-31,77.21863555908203
2020,3,XLC,Communication Services,SPDR Communication Services Select Sector ETF,0.2543096234247293,2020-01-02,51.21501541137695,2020-12-31,64.23948669433594
2020,4,XLB,Materials,SPDR Materials Select Sector ETF,0.21889498383339578,2020-01-02,26.884281158447266,2020-12-31,32.76911544799805
2020,5,XLV,Healthcare,SPDR Healthcare Select Sector ETF,0.1299570703530757,2020-01-02,92.68555450439452,2020-12-31,104.73069763183594
2021,1,XLE,Energy,SPDR Energy Select Sector ETF,0.5303756249145679,2021-01-04,15.711833953857422,2021-12-31,24.04500770568848
2021,2,XLRE,Real Estate,SPDR Real Estate Select Sector ETF,0.5097376851425672,2021-01-04,29.902740478515625,2021-12-31,45.145294189453125
2021,3,XLK,Technology,SPDR Technology Select Sector ETF,0.36977547007185607,2021-01-04,61.501373291015625,2021-12-31,84.24307250976562
2021,4,XLF,Financials,SPDR Financial Select Sector ETF,0.3665200267907749,2021-01-04,26.67220687866211,2021-12-31,36.44810485839844
2021,5,XLY,Consumer Discretionary,SPDR Consumer Discretionary Select Sector ETF,0.2901944559700935,2021-01-04,76.56546020507812,2021-12-31,98.78433227539062
2022,1,XLE,Energy,SPDR Energy Select Sector ETF,0.5938538444978678,2022-01-03,24.79018783569336,2022-12-30,39.51193618774414
2022,2,XLU,Utilities,SPDR Utilities Select Sector ETF,0.024592241469823417,2022-01-03,31.37283134460449,2022-12-30,32.14435958862305
2022,3,XLP,Consumer Staples,SPDR Consumer Staples Select Sector ETF,-0.007965343244488499,2022-01-03,69.31291198730469,2022-12-30,68.76081085205078
2022,4,XLV,Healthcare,SPDR Healthcare Select Sector ETF,-0.010610394341465601,2022-01-03,130.64259338378906,2022-12-30,129.2564239501953
2022,5,XLI,Industrials,SPDR Industrial Select Sector ETF,-0.04785843756106545,2022-01-03,98.50609588623048,2022-12-30,93.791748046875
2023,1,XLK,Technology,SPDR Technology Select Sector ETF,0.5751198634588548,2023-01-03,60.30825424194336,2023-12-29,94.99272918701172
2023,2,XLC,Communication Services,SPDR Communication Services Select Sector ETF,0.5087167089255433,2023-01-03,47.0621223449707,2023-12-29,71.00341033935547
2023,3,XLY,Consumer Discretionary,SPDR Consumer Discretionary Select Sector ETF,0.40476752752951417,2023-01-03,62.57779693603516,2023-12-29,87.90725708007812
2023,4,XLI,Industrials,SPDR Industrial Select Sector ETF,0.1787726529390714,2023-01-03,93.99230194091795,2023-12-29,110.7955551147461
2023,5,XLB,Materials,SPDR Materials Select Sector ETF,0.12571867011192506,2023-01-03,36.587345123291016,2023-12-29,41.18705749511719
2024,1,XLC,Communication Services,SPDR Communication Services Select Sector ETF,0.35471083185785246,2024-01-02,70.6027603149414,2024-12-31,95.64632415771484
2024,2,XLF,Financials,SPDR Financial Select Sector ETF,0.3000305877212148,2024-01-02,36.66572570800781,2024-12-31,47.66656494140625
2024,3,XLY,Consumer Discretionary,SPDR Consumer Discretionary Select Sector ETF,0.276969840425243,2024-01-02,87.09117126464844,2024-12-31,111.21279907226562
2024,4,XLK,Technology,SPDR Technology Select Sector ETF,0.24901101991651053,2024-01-02,92.50537872314452,2024-12-31,115.5402374267578
2024,5,XLU,Utilities,SPDR Utilities Select Sector ETF,0.21546516092682744,2024-01-02,30.271533966064453,2024-12-31,36.79399490356445
2025,1,XLK,Technology,SPDR Technology Select Sector ETF,0.24901376855283686,2025-01-02,115.2669448852539,2025-12-31,143.97000122070312
2025,2,XLC,Communication Services,SPDR Communication Services Select Sector ETF,0.22483797870325462,2025-01-02,96.11067199707033,2025-12-31,117.72000122070312
2025,3,XLI,Industrials,SPDR Industrial Select Sector ETF,0.19765110178971246,2025-01-02,129.5201873779297,2025-12-31,155.1199951171875
2025,4,XLF,Financials,SPDR Financial Select Sector ETF,0.15188362897215835,2025-01-02,47.5482063293457,2025-12-31,54.77000045776367
2025,5,XLU,Utilities,SPDR Utilities Select Sector ETF,0.15142067780238633,2025-01-02,37.07593536376953,2025-12-31,42.68999862670898
2026,1,XLE,Energy,SPDR Energy Select Sector ETF,0.16297915395449136,2026-01-02,45.650001525878906,2026-02-09,53.09000015258789
2026,2,XLP,Consumer Staples,SPDR Consumer Staples Select Sector ETF,0.12622989489132075,2026-01-02,77.69000244140625,2026-02-09,87.4968032836914
2026,3,XLB,Materials,SPDR Materials Select Sector ETF,0.11318302995654039,2026-01-02,46.119998931884766,2026-02-09,51.34000015258789
2026,4,XLI,Industrials,SPDR Industrial Select Sector ETF,0.09304973633240632,2026-01-02,157.97999572753906,2026-02-09,172.67999267578125
2026,5,XLRE,Real Estate,SPDR Real Estate Select Sector ETF,0.03293704757743576,2026-01-02,40.380001068115234,2026-02-09,41.709999084472656
